,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalFloorSF,TotalPorchSF,TotalBathrooms,HasBasement,HasGarage,HasPorch,HasPool,WasRemodeled,IsNew,WasCompleted,AfterWW2
900,901,20,RL,73.0,7340,2,0.0,2,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3,1.0,5.0,322,1.0,0,536,858,GasA,3,Y,SBrkr,858,0,0,858,0,0,1,0,2,1,3,4,8,0,0.0,Detchd,1979.0,1.0,1,684,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,6,2007,WD,Normal,110000,1716,858,0,1.0,1,1,0,0,0,0,1,1
901,902,20,RL,64.0,8712,2,0.0,2,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3,2.0,4.0,860,1.0,0,132,992,GasA,3,Y,SBrkr,1306,0,0,1306,1,0,1,0,2,1,3,5,8,0,0.0,Detchd,1968.0,1.0,1,756,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,5,2009,WD,Normal,153000,2298,1306,0,2.0,1,1,0,0,1,0,1,1
902,903,60,RL,63.0,7875,2,0.0,1,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,1.0,1.0,0,1.0,0,783,783,GasA,5,Y,SBrkr,807,702,0,1509,0,0,2,1,3,1,4,8,8,1,4.0,Attchd,2003.0,3.0,2,393,3.0,3.0,3,0,75,0,0,0,0,0.0,0.0,Missing,0,7,2006,WD,Normal,180000,2292,1509,75,2.5,1,1,1,0,0,1,1,1
903,904,20,RL,50.0,14859,2,0.0,2,2,4,CulDSac,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,4,3,PConc,4.0,3,1.0,1.0,0,1.0,0,1670,1670,GasA,5,Y,SBrkr,1670,0,0,1670,0,0,2,0,3,1,4,7,8,1,4.0,Attchd,2006.0,2.0,3,690,3.0,3.0,3,144,60,0,0,0,0,0.0,0.0,Missing,0,8,2006,New,Partial,240000,3340,1670,60,2.0,1,1,1,0,0,1,0,1
904,905,20,RL,71.0,6173,2,0.0,2,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,3,3,CBlock,3.0,3,1.0,6.0,599,1.0,0,277,876,GasA,3,Y,SBrkr,902,0,0,902,0,0,1,0,3,1,3,6,8,0,0.0,Attchd,1967.0,1.0,1,288,3.0,3.0,3,0,0,0,0,0,0,0.0,4.0,Missing,0,8,2007,WD,Normal,125500,1778,902,0,1.0,1,1,0,0,0,0,1,1
905,906,20,RL,80.0,9920,2,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,3,3,CBlock,3.0,3,1.0,3.0,354,2.0,290,412,1056,GasA,3,Y,SBrkr,1063,0,0,1063,1,0,1,0,3,1,3,6,8,0,0.0,Attchd,1954.0,2.0,1,280,3.0,3.0,3,0,0,164,0,0,0,0.0,4.0,Missing,0,2,2010,WD,Normal,128000,2119,1063,164,2.0,1,1,1,0,0,0,1,1
906,907,20,RL,116.0,13501,2,0.0,2,4,4,Corner,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,4,3,PConc,4.0,3,1.0,6.0,63,1.0,0,1560,1623,GasA,5,Y,SBrkr,1636,0,0,1636,1,0,2,0,3,1,4,8,8,1,4.0,Attchd,2006.0,2.0,3,865,3.0,3.0,3,0,60,0,0,0,0,0.0,0.0,Missing,0,6,2007,WD,Normal,255000,3259,1636,60,3.0,1,1,1,0,0,1,1,1
907,908,50,RL,86.0,11500,2,0.0,2,4,4,Inside,3,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,4.0,3,1.0,3.0,223,1.0,0,794,1017,GasA,4,Y,SBrkr,1020,1037,0,2057,0,0,1,1,3,1,4,6,8,1,4.0,Attchd,1936.0,3.0,1,180,2.0,3.0,3,0,0,0,0,322,0,0.0,0.0,Missing,0,6,2006,WD,Normal,250000,3074,2057,322,1.5,1,1,1,0,1,0,1,0
908,909,20,RL,73.0,8885,2,0.0,2,1,4,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3,3.0,4.0,301,5.0,324,239,864,GasA,3,Y,SBrkr,902,0,0,902,1,0,1,0,2,1,3,5,8,0,0.0,Attchd,1983.0,1.0,2,484,3.0,3.0,3,164,0,0,0,0,0,0.0,4.0,Missing,0,6,2006,WD,Normal,131000,1766,902,0,2.0,1,1,0,0,0,0,1,1
909,910,60,RL,149.0,12589,2,0.0,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,1.0,1.0,0,1.0,0,742,742,GasA,5,Y,SBrkr,742,742,0,1484,0,0,2,1,3,1,4,8,8,1,4.0,Attchd,2005.0,3.0,2,390,3.0,3.0,3,36,24,0,0,0,0,0.0,0.0,Missing,0,6,2009,WD,Normal,174000,2226,1484,24,2.5,1,1,1,0,0,1,1,1
910,911,90,RL,80.0,11600,2,0.0,1,4,4,Corner,3,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,3,3,CBlock,3.0,3,1.0,3.0,443,1.0,0,662,1105,GasA,3,Y,FuseA,1105,1169,0,2274,0,0,2,0,5,2,3,12,8,0,0.0,Detchd,1960.0,1.0,2,480,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,1,2010,WD,Normal,154300,3379,2274,0,2.0,1,1,0,0,0,0,1,1
911,912,20,RL,70.0,9286,2,0.0,2,4,4,CulDSac,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,4.0,4,3.0,5.0,196,1.0,0,1072,1268,GasA,3,Y,SBrkr,1268,0,0,1268,0,0,1,1,3,1,4,5,8,0,0.0,Detchd,1978.0,1.0,1,252,3.0,3.0,3,173,0,0,0,0,0,0.0,0.0,Missing,0,10,2009,WD,Normal,143500,2536,1268,0,1.5,1,1,0,0,1,0,1,1
912,913,30,RM,51.0,6120,2,0.0,1,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3,1.0,3.0,489,1.0,0,279,768,GasA,3,N,SBrkr,1015,0,0,1015,0,0,1,0,3,1,3,6,7,0,0.0,Detchd,1925.0,1.0,1,450,3.0,3.0,3,0,0,112,0,120,0,0.0,4.0,Shed,620,7,2006,WD,Abnorml,88000,1783,1015,232,1.0,1,1,1,0,1,0,1,0
913,914,90,RH,82.0,6270,2,0.0,1,2,4,Inside,3,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,1.0,4.0,284,1.0,0,717,1001,GasA,3,N,FuseA,1001,1001,0,2002,0,0,2,0,4,2,3,8,8,0,0.0,2Types,1949.0,1.0,3,871,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,8,2007,WD,Normal,145000,3003,2002,0,2.0,1,1,0,0,1,0,1,1
914,915,160,FV,30.0,3000,2,2.0,1,4,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4.0,3,3.0,6.0,294,1.0,0,318,612,GasA,5,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,4,8,0,0.0,Detchd,2009.0,2.0,2,528,3.0,3.0,3,0,234,0,0,0,0,0.0,0.0,Missing,0,6,2009,New,Partial,173733,1836,1224,234,2.5,1,1,1,0,0,1,0,1
915,916,160,RM,21.0,2001,2,0.0,1,4,4,Inside,3,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,3,3,CBlock,3.0,3,1.0,1.0,0,1.0,0,546,546,GasA,2,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,3,6,8,0,0.0,Attchd,1970.0,1.0,1,286,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,1,2007,WD,Normal,75000,1638,1092,0,1.5,1,1,0,0,0,0,1,1
916,917,20,C (all),50.0,9000,2,0.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3.0,3,3.0,4.0,50,1.0,0,430,480,GasA,3,N,FuseA,480,0,0,480,1,0,0,0,1,1,3,4,8,0,0.0,Detchd,1958.0,1.0,1,308,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,10,2006,WD,Abnorml,35311,960,480,0,1.0,1,1,0,0,1,0,1,1
917,918,20,RL,65.5,17140,2,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3,1.0,5.0,1059,1.0,0,75,1134,GasA,5,Y,FuseA,1229,0,0,1229,0,0,1,0,3,1,3,6,8,0,0.0,Attchd,1956.0,2.0,1,284,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,4,2009,WD,Normal,135000,2363,1229,0,1.0,1,1,0,0,0,0,1,1
918,919,60,RL,103.0,13125,2,0.0,2,4,4,Corner,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,5.0,3,2.0,4.0,48,6.0,634,422,1104,GasA,5,Y,SBrkr,912,1215,0,2127,1,0,2,1,4,1,4,8,8,1,3.0,Attchd,1991.0,2.0,3,833,3.0,3.0,3,72,192,224,0,0,0,0.0,5.0,Missing,0,11,2007,WD,Normal,238000,3231,2127,416,3.5,1,1,1,0,0,0,1,1
919,920,20,RL,87.0,11029,2,0.0,2,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,None,0.0,5,3,CBlock,4.0,3,1.0,5.0,528,4.0,411,245,1184,GasA,5,Y,SBrkr,1414,0,0,1414,1,0,1,0,3,1,3,6,7,1,3.0,Attchd,1990.0,1.0,2,601,3.0,3.0,3,0,51,0,0,190,0,0.0,0.0,Missing,0,5,2008,WD,Normal,176500,2598,1414,241,2.0,1,1,1,0,1,0,1,1
920,921,60,RL,70.0,8462,2,0.0,2,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,4,4,PConc,4.0,4,1.0,6.0,814,1.0,0,114,928,GasA,5,Y,SBrkr,936,785,0,1721,0,1,2,1,3,1,4,7,8,0,0.0,Attchd,1994.0,2.0,2,471,3.0,3.0,3,300,87,0,0,0,0,0.0,0.0,Missing,0,7,2007,WD,Normal,201000,2649,1721,87,3.0,1,1,1,0,0,0,1,1
921,922,90,RL,67.0,8777,2,0.0,1,4,4,Inside,3,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,1.0,5.0,1084,1.0,0,188,1272,GasA,4,Y,SBrkr,1272,928,0,2200,2,0,2,2,4,2,3,9,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,1,0,70,0,0,0,0,0.0,5.0,Missing,0,9,2008,WD,Normal,145900,3472,2200,70,5.0,1,0,1,0,1,0,1,0
922,923,20,RL,65.0,10237,2,0.0,1,4,4,Inside,3,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,1.0,6.0,28,1.0,0,1288,1316,GasA,5,Y,SBrkr,1316,0,0,1316,0,0,2,0,3,1,4,6,8,1,4.0,Attchd,2005.0,3.0,2,397,3.0,3.0,3,100,0,0,23,0,0,0.0,0.0,Missing,0,10,2006,New,Partial,169990,2632,1316,23,2.0,1,1,1,0,1,1,0,1
923,924,120,RL,50.0,8012,2,0.0,1,4,4,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,PConc,4.0,3,1.0,2.0,165,6.0,841,598,1604,GasA,5,Y,SBrkr,1617,0,0,1617,1,0,2,0,2,1,4,5,8,1,2.0,Attchd,1993.0,2.0,2,533,3.0,3.0,3,0,69,0,0,0,0,0.0,0.0,Missing,0,7,2008,WD,Normal,193000,3221,1617,69,3.0,1,1,1,0,1,0,1,1
924,925,20,RL,79.0,10240,2,0.0,1,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,3,4,CBlock,4.0,3,1.0,4.0,625,2.0,1061,0,1686,GasA,3,Y,SBrkr,1686,0,0,1686,1,0,2,0,3,1,3,7,8,1,3.0,Attchd,1980.0,1.0,2,612,3.0,3.0,3,384,131,0,0,0,0,0.0,0.0,Missing,0,5,2006,WD,Normal,207500,3372,1686,131,3.0,1,1,1,0,0,0,1,1
925,926,20,RL,80.0,15611,2,0.0,2,4,4,Corner,3,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3,3.0,5.0,767,2.0,93,266,1126,GasA,3,Y,SBrkr,1126,0,0,1126,0,1,2,0,3,1,5,6,8,0,0.0,Attchd,1977.0,2.0,2,540,3.0,3.0,3,180,0,0,0,0,0,0.0,0.0,Missing,0,3,2008,WD,Abnorml,175000,2252,1126,0,2.5,1,1,0,0,0,0,1,1
926,927,60,RL,93.0,11999,2,0.0,1,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,4,3,PConc,4.0,3,1.0,1.0,0,1.0,0,1181,1181,GasA,5,Y,SBrkr,1234,1140,0,2374,0,0,2,1,4,1,5,10,8,1,4.0,BuiltIn,2003.0,3.0,3,656,3.0,3.0,3,104,100,0,0,0,0,0.0,0.0,Missing,0,5,2007,WD,Normal,285000,3555,2374,100,2.5,1,1,1,0,1,1,1,1
927,928,60,RL,80.0,9900,2,0.0,1,4,4,Inside,3,NWAmes,Feedr,Norm,1Fam,2Story,7,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,3,3,CBlock,3.0,3,1.0,4.0,552,1.0,0,280,832,GasA,4,Y,SBrkr,1098,880,0,1978,0,0,2,1,4,1,3,9,8,1,4.0,Attchd,1968.0,2.0,2,486,3.0,3.0,3,0,43,0,0,0,0,0.0,5.0,Missing,0,4,2008,WD,Normal,176000,2810,1978,43,2.5,1,1,1,0,0,0,1,1
928,929,20,RL,70.0,11838,2,0.0,1,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,3.0,1.0,0,1.0,0,1753,1753,GasA,5,Y,SBrkr,1788,0,0,1788,0,0,2,0,3,1,5,7,8,1,3.0,Attchd,2001.0,2.0,2,522,3.0,3.0,3,202,151,0,0,0,0,0.0,0.0,Missing,0,6,2009,WD,Normal,236500,3541,1788,151,2.0,1,1,1,0,0,1,1,1
929,930,60,RL,65.0,13006,2,0.0,2,4,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,3,3,PConc,4.0,3,1.0,1.0,0,1.0,0,964,964,GasA,4,Y,SBrkr,993,1243,0,2236,0,0,2,1,4,1,4,8,8,1,3.0,BuiltIn,1997.0,3.0,2,642,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,11,2006,WD,Normal,222000,3200,2236,0,2.5,1,1,0,0,0,0,1,1
930,931,20,RL,73.0,8925,2,0.0,2,2,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,3.0,6.0,16,1.0,0,1450,1466,GasA,5,Y,SBrkr,1466,0,0,1466,0,0,2,0,3,1,4,7,8,0,0.0,Attchd,2007.0,3.0,3,610,3.0,3.0,3,100,18,0,0,0,0,0.0,0.0,Missing,0,7,2009,WD,Normal,201000,2932,1466,18,2.0,1,1,1,0,0,1,1,1
931,932,20,RL,70.0,9100,2,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3,1.0,4.0,338,3.0,466,121,925,GasA,5,Y,SBrkr,925,0,0,925,0,1,1,0,2,1,3,5,8,0,0.0,Detchd,1965.0,1.0,1,429,3.0,3.0,3,0,0,0,0,0,0,0.0,3.0,Missing,0,7,2009,WD,Normal,117500,1850,925,0,1.5,1,1,0,0,0,0,1,1
932,933,20,RL,84.0,11670,2,0.0,2,4,4,Corner,3,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,5,3,PConc,5.0,4,1.0,1.0,0,1.0,0,1905,1905,GasA,5,Y,SBrkr,1905,0,0,1905,0,0,2,0,3,1,5,8,8,1,4.0,Attchd,2006.0,3.0,3,788,3.0,3.0,3,0,191,0,0,0,0,0.0,0.0,Missing,0,3,2007,WD,Normal,320000,3810,1905,191,2.0,1,1,1,0,0,1,1,1
933,934,20,RL,63.0,8487,2,0.0,1,4,4,FR2,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4.0,3,3.0,6.0,20,1.0,0,1480,1500,GasA,5,Y,SBrkr,1500,0,0,1500,0,0,2,0,3,1,4,6,8,0,0.0,Attchd,2004.0,2.0,2,570,3.0,3.0,3,192,36,0,0,0,0,0.0,0.0,Missing,0,8,2009,WD,Normal,190000,3000,1500,36,2.0,1,1,1,0,0,1,1,1
934,935,20,RL,313.0,27650,2,0.0,3,2,4,Inside,2,NAmes,PosA,Norm,1Fam,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4.0,3,4.0,6.0,425,1.0,0,160,585,GasA,5,Y,SBrkr,2069,0,0,2069,1,0,2,0,4,1,4,9,8,1,4.0,Attchd,1960.0,2.0,2,505,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,11,2008,WD,Normal,242000,2654,2069,0,3.0,1,1,0,0,1,0,1,1
935,936,30,RL,52.0,5825,2,0.0,2,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,108.0,3,4,PConc,2.0,3,2.0,1.0,0,1.0,0,600,600,GasA,4,Y,SBrkr,747,0,0,747,0,0,1,0,1,1,3,5,8,0,0.0,Detchd,1953.0,1.0,2,528,3.0,3.0,3,0,0,32,0,0,0,0.0,0.0,Missing,0,6,2006,WD,Normal,79900,1347,747,32,1.0,1,1,1,0,1,0,1,0
936,937,20,RL,67.0,10083,2,0.0,1,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,1.0,6.0,833,1.0,0,343,1176,GasA,5,Y,SBrkr,1200,0,0,1200,1,0,2,0,2,1,4,5,8,0,0.0,Attchd,2003.0,2.0,2,555,3.0,3.0,3,0,41,0,0,0,0,0.0,0.0,Missing,0,8,2009,WD,Normal,184900,2376,1200,41,3.0,1,1,1,0,0,1,1,1
937,938,60,RL,75.0,9675,2,0.0,1,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,2.0,6.0,341,1.0,0,772,1113,GasA,5,Y,SBrkr,1113,858,0,1971,0,0,2,1,3,1,4,8,8,1,4.0,Attchd,2005.0,2.0,2,689,3.0,3.0,3,0,48,0,0,0,0,0.0,0.0,Missing,0,2,2009,WD,Normal,253000,3084,1971,48,2.5,1,1,1,0,0,1,1,1
938,939,60,RL,73.0,8760,2,0.0,1,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,4,2.0,6.0,464,1.0,0,927,1391,GasA,5,Y,SBrkr,1391,571,0,1962,0,0,2,1,3,1,4,7,8,0,0.0,Attchd,2006.0,2.0,3,868,3.0,3.0,3,0,90,0,0,0,0,0.0,0.0,Missing,0,8,2006,New,Partial,239799,3353,1962,90,2.5,1,1,1,0,0,1,0,1
939,940,70,RL,80.0,24090,2,0.0,1,4,4,Inside,3,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3,2.0,1.0,0,1.0,0,1032,1032,GasA,5,Y,SBrkr,1207,1196,0,2403,0,0,2,0,4,1,3,10,8,2,3.0,Attchd,1940.0,1.0,1,349,3.0,3.0,3,56,0,318,0,0,0,0.0,0.0,Missing,0,6,2010,COD,Normal,244400,3435,2403,318,2.0,1,1,1,0,1,0,1,0
940,941,90,RL,55.0,12640,2,0.0,2,4,4,Inside,3,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3,4.0,3.0,936,2.0,396,396,1728,GasA,3,Y,SBrkr,1728,0,0,1728,0,0,2,0,4,2,3,8,8,0,0.0,Attchd,1976.0,1.0,2,574,3.0,3.0,3,40,0,0,0,0,0,0.0,0.0,Missing,0,7,2006,WD,Normal,150900,3456,1728,0,2.0,1,1,0,0,0,0,1,1
941,942,60,RL,65.0,8755,2,0.0,2,4,4,FR2,3,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,4,3,PConc,4.0,3,1.0,5.0,772,1.0,0,220,992,GasA,5,Y,SBrkr,1022,1038,0,2060,1,0,2,1,3,1,4,8,8,1,3.0,BuiltIn,1999.0,2.0,2,390,3.0,3.0,3,0,0,0,168,0,0,0.0,5.0,Missing,0,6,2009,WD,Normal,214000,3052,2060,168,3.5,1,1,1,0,0,0,1,1
942,943,90,RL,42.0,7711,2,0.0,2,4,4,Inside,3,Edwards,Norm,Norm,Duplex,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,4.0,3,4.0,6.0,1440,1.0,0,0,1440,GasA,3,Y,SBrkr,1440,0,0,1440,2,0,2,0,4,2,3,8,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,1,321,0,0,0,0,0,0.0,0.0,Missing,0,8,2007,Oth,Abnorml,150000,2880,1440,0,4.0,1,0,0,0,0,0,1,1
943,944,90,RL,100.0,25000,2,0.0,1,1,4,Inside,3,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3.0,3,3.0,1.0,0,1.0,0,1632,1632,GasA,3,Y,SBrkr,1632,0,0,1632,0,0,2,0,4,2,3,8,8,0,0.0,Attchd,1967.0,1.0,2,576,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,Missing,0,6,2007,WD,Normal,143000,3264,1632,0,2.0,1,1,0,0,0,0,1,1
944,945,20,RL,85.0,14375,2,0.0,2,4,2,CulDSac,3,Timber,Norm,Norm,1Fam,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,3,3,CBlock,3.0,3,1.0,6.0,111,3.0,354,354,819,GasA,4,Y,FuseA,1344,0,0,1344,0,1,1,0,3,1,4,7,8,1,4.0,Basment,1958.0,2.0,2,525,3.0,3.0,3,0,118,0,0,233,0,0.0,0.0,Missing,0,1,2009,COD,Abnorml,137500,2163,1344,351,1.5,1,1,1,0,0,0,1,1
945,946,50,RM,98.0,8820,2,0.0,1,4,4,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3.0,3,1.0,2.0,1088,1.0,0,0,1088,GasA,3,Y,SBrkr,1188,561,120,1869,0,0,1,0,2,1,3,7,8,0,0.0,Detchd,1963.0,1.0,2,456,3.0,3.0,3,48,0,244,0,0,0,0.0,2.0,Missing,0,9,2009,WD,Normal,124900,2957,1749,244,1.0,1,1,1,0,1,0,1,0
946,947,80,RL,70.0,8163,2,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,3,4,CBlock,3.0,3,3.0,5.0,748,4.0,294,102,1144,GasA,3,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,8,1,3.0,Attchd,1959.0,2.0,1,796,3.0,3.0,3,86,0,0,0,0,0,0.0,0.0,Missing,0,3,2006,WD,Normal,143000,2288,1144,0,2.0,1,1,0,0,0,0,1,1
947,948,20,RL,85.0,14536,2,0.0,1,4,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,4,3,PConc,4.0,3,3.0,6.0,1300,1.0,0,316,1616,GasA,5,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,4,9,8,1,4.0,Attchd,2002.0,3.0,3,808,3.0,3.0,3,0,252,0,0,0,0,0.0,0.0,Missing,0,11,2007,WD,Normal,270000,3245,1629,252,3.0,1,1,1,0,1,1,1,1
